VAL	WHITE-X	WHITE-Y	WHITE-Z	WHITE-LAB50-X	WHITE-LAB50-Y	WHITE-LAB50-Z	RED-X	RED-Y	RED-Z	RED-LAB50-X	RED-LAB50-Y	RED-LAB50-Z	GREEN-X	GREEN-Y	GREEN-Z	GREEN-LAB50-X	GREEN-LAB50-Y	GREEN-LAB50-Z	BLUE-X	BLUE-Y	BLUE-Z	BLUE-LAB50-X	BLUE-LAB50-Y	BLUE-LAB50-Z
35	1859.392596	1671.091484	4239.073074	280.568302	62.509635	-232.2403	856.73887	367.837542	33.109191	163.064711	263.780424	161.203009	237.973953	1035.132415	250.113165	236.807503	-413.982711	146.402403	724.139881	240.040121	4125.488259	139.317098	309.692052	-469.075436
36	1936.759227	1743.955253	4409.814692	284.817503	62.538537	-234.766097	895.135166	384.25923	34.79774	165.690725	267.706792	163.264119	248.315298	1081.073943	260.010118	240.493554	-420.221556	148.988813	756.230642	250.618038	4307.968297	141.56585	314.254688	-475.906317
37	2019.316295	1820.541832	4597.012213	289.158082	62.873173	-237.795847	934.442931	401.237432	36.12998	168.328209	271.500478	165.921219	258.869992	1127.472674	270.680934	244.111766	-426.241342	151.269225	788.72846	261.353933	4493.12645	143.784385	318.723117	-482.64168
38	2098.757163	1892.859279	4778.565375	293.146333	63.523627	-240.846812	975.890252	419.040477	37.611278	171.015089	275.452773	168.505777	269.474897	1173.29351	281.858801	247.588755	-431.865541	153.228104	822.474977	272.537886	4685.269886	146.03181	323.203986	-489.423205
39	2172.748826	1959.965491	4949.716722	296.757306	64.175898	-243.751787	1015.341384	435.953577	39.028434	173.498047	279.132473	170.877164	280.683671	1221.566563	293.872137	251.155243	-437.60569	155.156892	853.015215	282.736734	4859.424587	148.028282	327.090079	-495.390832
40	2247.686234	2032.577536	5112.129884	300.572872	63.782549	-245.645195	1054.98367	452.77816	40.531766	175.905084	282.838582	173.051409	290.649996	1264.840773	304.372886	254.273381	-442.694164	156.937269	886.673001	293.936131	5051.154231	150.166057	331.301552	-501.807944
41	2330.707299	2107.332352	5304.50214	304.40725	64.628478	-248.839909	1091.585574	468.817744	42.147402	178.144907	285.875576	174.843489	301.733104	1313.595153	315.54115	257.702335	-448.407756	159.114594	919.145512	304.703744	5236.62469	152.170799	335.295321	-507.884146
42	2406.335884	2178.343853	5475.182726	307.966522	64.757635	-251.206664	1130.729077	485.702997	43.505954	180.448289	289.209752	177.11505	311.649641	1357.268824	325.613841	260.702626	-453.414316	160.994063	949.325358	314.773495	5408.364956	154.003309	338.875278	-513.352913
43	2474.893429	2246.281472	5620.239762	311.300032	64.135733	-252.548218	1171.81215	503.364401	44.871924	182.801118	292.662737	179.497897	323.022609	1405.690575	337.649115	263.954788	-458.546812	162.75397	981.151751	325.38164	5589.656606	155.892002	342.578733	-519.008726
44	2554.803777	2321.713483	5797.66872	314.92344	64.223924	-254.808037	1209.119413	519.192732	46.723755	184.863422	295.845917	180.83789	333.149126	1448.967754	348.81052	266.7988	-463.067755	164.170394	1013.098515	335.932375	5771.197783	157.730182	346.289845	-524.57283
45	2631.419332	2387.888782	5991.934012	318.038112	65.55272	-258.555466	1248.704081	536.24145	47.326549	187.038369	299.011988	183.879213	343.487208	1495.430144	358.793975	269.789783	-468.220633	166.270719	1045.93279	346.848385	5958.699268	159.591928	349.97045	-530.192838
46	2711.630829	2460.513778	6181.743689	321.390816	66.244271	-261.494961	1287.849032	552.962358	49.262613	189.127165	302.152083	185.244645	354.764644	1543.926189	370.787453	272.846317	-473.12794	167.942737	1077.298207	357.297657	6137.395398	161.337825	353.400132	-535.42715
47	2784.287682	2530.094459	6342.323937	324.541649	66.124065	-263.301332	1328.346462	570.849235	50.442001	191.315511	305.026379	187.684178	364.589992	1586.039603	380.864367	275.449064	-477.285452	169.466824	1109.420762	368.052158	6320.580291	163.09953	356.807898	-540.676832
48	2854.163869	2600.937188	6489.571598	327.690829	65.276666	-264.402903	1367.760167	587.475173	52.285249	193.308964	308.173483	189.078112	375.920562	1635.002816	392.620352	278.417864	-482.094782	171.19359	1143.559363	379.438509	6514.986711	164.927726	360.389165	-546.146208
49	2923.20936	2670.393876	6628.405936	330.723356	64.578359	-265.242546	1404.597206	603.310768	53.607621	195.17298	310.908843	190.855619	385.682197	1677.571993	401.941551	280.951173	-486.260709	172.919817	1173.593151	389.361566	6686.368365	166.491377	363.545442	-550.909468
50	3006.493829	2745.477535	6827.805281	333.942981	65.36865	-268.260271	1443.62596	620.232506	55.119716	197.129139	313.684303	192.614582	396.256611	1723.904632	413.00265	283.660202	-490.749112	174.508397	1207.676357	400.739795	6880.107846	168.251973	366.98468	-556.154344
51	3088.296599	2811.334874	7058.206137	336.718996	67.54871	-273.169801	1483.016963	636.933745	56.810798	199.025224	316.61974	194.113539	406.673749	1768.938841	423.810636	286.247183	-494.942348	176.009789	1239.943545	411.572041	7064.570227	169.897384	370.143206	-561.058069
52	3152.081267	2879.630865	7183.452729	339.552385	66.193331	-273.466986	1525.188186	655.261193	58.428491	201.068167	319.490281	195.9751	417.838179	1819.39885	434.919033	289.094207	-499.888018	177.929254	1269.247021	421.292765	7231.319475	171.349551	373.04017	-565.436545
53	3225.352814	2950.199429	7347.019238	342.43338	66.068345	-275.177738	1561.630466	670.91841	59.73691	202.783497	322.014569	197.611602	427.737757	1860.955179	445.561322	291.399597	-503.437432	179.087664	1300.876454	431.910452	7412.251863	172.910411	376.038605	-570.094344
54	3291.200697	3009.771726	7508.402946	344.829892	66.628285	-277.538239	1600.825486	687.862842	60.966613	204.610039	324.637919	199.536791	439.222718	1911.004796	457.425622	294.131049	-507.922681	180.709644	1333.52372	442.737501	7598.016089	174.475925	379.166007	-574.816986
55	3363.632717	3088.555073	7639.875621	347.951158	64.986675	-277.377422	1642.811094	705.827921	62.402898	206.514133	327.485949	201.410724	450.062934	1957.017644	468.79447	296.600429	-511.803109	182.058401	1365.469862	453.388439	7779.827875	175.991265	382.142777	-579.351988
56	3430.853882	3156.800273	7790.524694	350.612294	64.327832	-278.698293	1678.627399	721.344958	63.830493	208.132924	329.791338	202.822545	459.51112	1998.438416	476.883576	298.790472	-515.436051	183.793203	1397.474416	464.097638	7962.765945	177.491151	385.05597	-583.846382
57	3497.184374	3232.103621	7900.636227	353.504514	62.392127	-277.982686	1721.04246	739.488247	66.186365	209.996518	332.582594	203.803922	470.400653	2043.990225	490.176438	301.164273	-519.0731	184.581314	1431.876388	475.66974	8158.876714	179.086177	388.103259	-588.567151
58	3550.102683	3293.175354	7996.092889	355.817313	60.72948	-277.665653	1758.550458	754.983072	69.422429	211.564088	335.250367	203.525837	480.758486	2089.075194	500.462303	303.479267	-522.872465	186.056359	1461.480889	485.443114	8327.509805	180.413245	390.795358	-592.608002
59	3659.406733	3368.451443	8330.066199	358.629023	65.509139	-285.434702	1795.376623	771.479355	68.19456	213.209576	337.281467	207.482765	492.01644	2138.76492	511.35747	305.992439	-527.08891	187.761353	1492.516901	496.145472	8504.907572	181.846179	393.316811	-596.703718
60	3709.540373	3429.481689	8411.973052	360.878028	63.453661	-284.599701	1833.537247	787.675806	69.356593	214.802491	339.739105	209.168999	502.856897	2184.451804	523.27195	308.269034	-530.625703	188.854975	1523.773178	506.596447	8682.411381	183.225704	396.009178	-600.804677
61	3793.816205	3498.240218	8646.739938	363.380087	65.35582	-288.89869	1872.838406	804.822535	70.536471	216.465245	342.040116	210.971414	512.349179	2226.508985	532.181203	310.336867	-534.116843	190.330835	1556.359155	517.243044	8868.213509	184.611677	398.916376	-605.103515
62	3828.740311	3565.141268	8625.226239	365.783279	60.199659	-283.972521	1915.163185	822.770065	72.666654	218.180547	344.696058	212.036806	524.060044	2277.220315	544.933515	312.795859	-538.118269	191.62004	1592.024952	529.108708	9071.333518	186.134119	401.933779	-609.684425
63	3905.020275	3631.808469	8819.426832	368.148347	61.259321	-286.913889	1953.852728	839.613591	74.223463	219.767792	346.912103	213.413942	534.622088	2322.741656	554.758589	314.972283	-541.632738	193.130564	1619.86857	538.550638	9230.409983	187.329396	404.161391	-613.192181
64	3973.902564	3717.062988	8927.596616	371.131012	58.440263	-285.636391	1992.622049	856.131999	75.009712	221.303913	349.248024	215.383047	544.158261	2363.177378	564.012158	316.881834	-544.63273	194.335451	1655.384489	550.478475	9433.57084	188.819564	407.029671	-617.642446
65	4052.277441	3768.545018	9188.810351	372.910103	62.052169	-291.775439	2031.404317	872.929353	76.454633	222.845844	351.446395	216.805302	552.997079	2402.084427	573.476284	318.698741	-547.670201	195.356592	1684.177799	559.992153	9597.461739	189.992766	409.408383	-621.209273
66	4122.487735	3832.956614	9361.013316	375.113335	62.537897	-293.95099	2069.822111	889.437328	77.935982	224.342057	353.648399	218.133631	565.089483	2453.744381	586.005971	321.08112	-551.462419	196.704194	1718.001713	571.474288	9790.000412	191.391151	412.008125	-625.284201
67	4159.435871	3899.413566	9348.048652	377.360809	58.058289	-289.628815	2104.335187	903.849835	79.975661	225.633281	355.763863	218.662574	575.462638	2498.23254	596.98697	323.106106	-554.708203	197.808903	1747.125252	581.153578	9955.84164	192.555491	414.327507	-628.795481
68	4235.276288	3976.281692	9529.184249	379.928748	57.583326	-291.412593	2143.368992	920.636866	81.206309	227.12005	357.942031	220.215814	586.110578	2544.59062	607.582812	325.190788	-558.134169	199.127834	1782.943047	593.043909	10159.427056	193.968239	417.151904	-633.051335
69	4286.166283	4032.982148	9627.781989	381.801811	56.547617	-291.531123	2182.116843	937.616484	82.55823	228.605603	359.96004	221.679107	596.549331	2590.072921	617.88721	327.211622	-561.459144	200.424503	1813.947764	603.794719	10337.710122	195.229429	419.335853	-636.663796
70	4371.796981	4099.635417	9871.255285	383.981343	58.870701	-295.943817	2224.578168	955.477314	84.361405	230.149023	362.421982	222.894171	606.891075	2634.88401	627.840564	329.179628	-564.668059	201.727583	1841.653907	612.9887	10494.929838	196.296163	421.474151	-639.872872
71	4427.389208	4164.814181	9971.825461	386.089932	57.307448	-295.644062	2259.72707	970.707342	85.963555	231.449982	364.271999	223.869596	619.015144	2686.125192	640.395105	331.402873	-568.143972	202.955794	1878.253011	625.083909	10703.754237	197.683389	424.290412	-644.109022
72	4480.970963	4230.983714	10063.884543	388.208188	55.370981	-295.025735	2297.814742	987.088039	86.937483	232.834133	366.300167	225.493179	629.151872	2732.229607	648.167435	333.379206	-571.617579	204.767589	1905.596689	634.303096	10859.643593	198.728785	426.281469	-647.198428
73	4563.748418	4297.047456	10306.798229	390.301138	57.351553	-299.334682	2335.667258	1002.999775	88.179481	234.16407	368.4256	226.82153	639.064936	2770.436577	660.584196	335.000224	-573.723114	205.03952	1936.665973	644.834615	11037.539372	199.910669	428.494453	-650.686212
74	4633.43099	4370.311228	10456.800637	392.597255	56.613293	-300.203054	2378.022609	1021.654575	89.369832	235.705488	370.474234	228.563081	649.126463	2816.933135	670.708116	336.952966	-577.236737	206.372562	1968.895268	655.59011	11220.160778	201.104481	430.846733	-654.238796
75	4649.134469	4425.079564	10381.289417	394.297009	51.338073	-294.848247	2411.261102	1036.022292	90.772128	236.879926	372.161589	229.519178	659.925318	2862.813196	681.755046	338.858865	-580.245176	207.462638	2000.005054	666.343544	11398.622247	202.285081	432.918293	-657.627832
76	4731.329116	4491.216644	10625.306094	396.331003	53.233037	-299.133449	2449.678738	1052.431814	91.855231	238.208057	374.161345	230.991054	672.146212	2913.105957	694.244916	340.92482	-583.325942	208.570224	2032.149127	676.900438	11581.74023	203.431811	435.296324	-661.158266
77	4782.746897	4556.589405	10708.838661	398.321962	51.258515	-298.340743	2493.799318	1071.377004	93.878223	239.724357	376.3977	232.094573	681.009421	2952.493174	703.36844	342.526248	-586.048659	209.556973	2067.182237	688.826549	11781.042414	204.713018	437.665302	-664.878027
78	4839.329426	4610.4487	10854.113129	399.948013	51.46604	-300.095982	2527.207156	1085.578852	95.764865	240.849336	378.122266	232.644665	691.252842	2996.875246	713.535023	344.313785	-588.967579	210.679728	2094.827033	698.126564	11939.223016	205.701881	439.567409	-667.831144
79	4903.474069	4685.563631	10956.727497	402.194775	49.894827	-299.417878	2569.621433	1103.734977	96.387398	242.273347	380.247143	234.645364	702.093443	3042.305507	723.780825	346.125352	-591.762284	211.847388	2126.596065	708.800225	12120.428802	206.826038	441.739395	-671.178746
80	4992.072311	4749.173208	11234.210654	404.078698	52.864967	-304.71239	2602.458206	1117.901627	97.597266	243.373649	381.839263	235.664715	712.537526	3086.722754	735.260816	347.879171	-594.540045	212.701703	2157.23392	719.214685	12294.910263	207.91207	443.759952	-674.346375
81	4997.879617	4812.609472	11087.170326	405.940808	45.560977	-296.992789	2641.249013	1134.558163	99.575742	244.655511	383.729152	236.454997	723.102362	3132.3536	745.107849	349.663476	-597.441228	213.935099	2189.56751	730.104757	12479.857989	209.036543	445.917271	-677.698262
82	5119.330079	4888.782306	11516.708665	408.155291	50.995941	-306.237517	2684.085117	1152.411532	101.158091	246.015623	385.971165	237.677946	733.496339	3177.627513	755.799313	351.416778	-600.331559	214.975293	2220.650674	740.605086	12657.071575	210.110234	447.957902	-680.867647
83	5150.914084	4940.861195	11527.934539	409.656112	48.383682	-303.986898	2721.22101	1168.774133	101.912665	247.249883	387.607676	239.275015	744.052739	3222.745033	766.419571	353.147534	-603.096688	216.008246	2252.256009	751.213161	12837.220725	211.184685	450.043777	-684.071081
84	5204.543671	5013.905867	11596.017449	411.743463	45.899358	-302.427208	2754.204159	1183.04482	102.984484	248.316975	389.133935	240.365119	754.456866	3267.022228	777.200971	354.830419	-605.766456	216.947409	2283.678528	761.905952	13017.092496	212.257529	452.035716	-687.222528
85	5253.877398	5067.795842	11714.229923	413.270482	45.269169	-303.316191	2798.174656	1202.068547	103.772983	249.726214	391.150455	242.246621	764.94806	3312.050366	787.32749	356.526324	-608.496457	218.044676	2314.560892	772.199162	13192.173907	213.28084	454.068548	-690.282129
86	5323.760363	5133.550414	11905.548217	415.119102	45.668464	-305.778786	2837.414633	1218.218204	107.06353	250.910925	393.193059	242.030911	777.132618	3364.581863	799.168944	358.485514	-611.674329	219.306288	2345.806345	782.841217	13370.268573	214.329316	456.010604	-693.337775
87	5368.514288	5196.357374	11957.141232	416.870171	43.441	-304.272935	2869.019375	1232.226323	107.872249	251.930086	394.510406	243.240161	785.836732	3402.736347	808.58787	359.895756	-614.02413	220.069273	2377.00177	793.542153	13549.596462	215.374054	457.901432	-696.390096
88	5414.49526	5256.699697	12021.549482	418.539285	41.681954	-303.278162	2912.754133	1250.708089	108.68466	253.262976	396.59834	244.990573	796.463579	3447.426323	817.726876	361.534218	-616.571082	221.287664	2408.781677	804.293871	13731.338183	216.414334	459.874012	-699.471938
89	5505.865953	5344.579205	12271.385833	420.947402	42.012408	-306.36734	2948.768239	1266.473116	110.319631	254.389599	398.133885	245.839051	806.893576	3491.240492	829.933512	363.126881	-619.043154	221.906397	2439.926861	814.79154	13908.039071	217.421126	461.807114	-702.435217
90	5523.753899	5381.661266	12257.505654	421.955625	39.74951	-304.229322	2986.467193	1282.701071	111.484337	255.53958	399.812256	247.049038	817.70458	3536.558734	840.069223	364.76026	-621.57003	222.972023	2471.030975	825.398729	14086.388696	218.429676	463.671314	-705.399122
91	5604.393214	5452.781752	12475.913016	423.876433	40.804467	-307.172357	3023.162193	1298.246336	113.677972	256.632122	401.508093	247.491827	830.149674	3589.003966	849.54111	366.633187	-624.496207	224.577996	2501.841614	835.734157	14262.549344	219.404109	465.572787	-708.325322
92	5637.59952	5507.054137	12516.145057	425.331004	38.352493	-305.808666	3060.416892	1314.367976	114.280812	257.755999	403.113759	249.036817	840.348851	3633.347496	862.790579	368.202602	-627.081177	225.033419	2539.060795	848.326187	14474.432532	220.580501	467.806428	-711.78742
93	5677.236531	5566.09486	12548.068703	426.90256	36.116033	-304.005244	3099.355551	1331.113535	115.823345	258.913683	404.809549	250.034167	848.923674	3669.891372	870.221242	369.486399	-629.12681	225.994811	2565.153425	857.346352	14623.388977	221.416059	469.283128	-714.174597
94	5706.850524	5629.635315	12543.297362	428.581524	32.255448	-300.975142	3130.300538	1344.202105	117.852018	259.811802	406.211803	250.282669	859.497339	3714.998927	880.426657	371.059342	-631.637882	226.998754	2595.422639	867.682006	14796.661592	222.366299	471.035405	-716.956342
95	5800.049208	5702.597306	12830.491675	430.493928	34.562397	-305.763698	3173.47156	1362.844962	118.774019	261.081039	408.040153	251.885114	871.760908	3767.521243	892.963928	372.874882	-634.556004	228.04867	2639.097227	882.310814	15044.618714	223.69843	473.651973	-720.92519
96	5838.254083	5750.362945	12896.339857	431.737093	33.496056	-305.457191	3209.862607	1377.927969	119.863861	262.09947	409.751977	252.952378	880.500152	3803.899164	901.946879	374.12249	-636.46448	228.72111	2658.940947	889.221447	15159.452155	224.32261	474.728813	-722.727432
97	5880.618684	5813.104095	12961.655297	433.359598	31.240111	-304.47562	3246.224664	1393.900724	121.689226	263.169908	411.188882	253.653837	891.16627	3849.655687	912.552661	375.680501	-638.976968	229.674191	2694.051065	901.269882	15359.419245	225.403155	476.691179	-725.842295
98	5936.379301	5872.849665	13083.460243	434.893821	30.828207	-305.200511	3283.998427	1410.036043	123.118317	264.24297	412.801732	254.616161	901.462231	3892.916186	921.469072	377.142209	-641.251913	230.747662	2725.728156	911.896177	15539.867353	226.348194	478.541161	-728.667942
99	6007.19902	5935.732015	13285.896939	436.497396	31.736364	-307.990781	3321.959902	1426.664225	124.388032	265.340278	414.293064	255.725042	911.904878	3938.267616	932.273677	378.662986	-643.755303	231.629063	2750.862006	920.471991	15683.576167	227.105536	479.944065	-730.885553
100	6083.980856	5993.668078	13526.883128	437.964841	33.820509	-312.000508	3358.11268	1442.025657	124.931355	266.346441	415.836946	257.126368	922.534093	3982.448665	943.898958	380.13333	-646.000565	232.306254	2788.226324	933.072512	15896.66089	228.209819	482.070449	-734.16651
101	6143.699036	6056.467653	13682.820034	439.544831	33.501906	-313.46686	3394.330551	1456.8553	123.337805	267.311016	417.528506	259.770154	933.315065	4026.656598	955.05393	381.593724	-648.176497	233.05574	2813.867673	941.912886	16044.189341	228.978649	483.446691	-736.403596
102	6154.869615	6100.281963	13631.248603	440.640709	29.987924	-310.195083	3423.455953	1469.851622	127.388247	268.150978	418.581643	258.741791	945.376971	4078.652485	966.386198	383.297775	-650.950718	234.211261	2844.287392	952.351821	16217.688791	229.880334	485.087508	-739.010959
103	6207.076127	6187.770747	13653.202883	442.813366	26.256989	-307.038016	3465.638665	1487.888218	129.08778	269.308531	420.314347	259.714053	955.074807	4116.601307	977.499896	384.532344	-652.62528	234.605192	2875.775948	963.074881	16397.728727	230.799727	486.804857	-741.713424
104	6261.42711	6235.643281	13826.769003	443.993551	27.001907	-309.636807	3501.977361	1503.217655	129.861915	270.285012	421.852642	260.934407	966.724456	4168.765459	987.755732	386.21705	-655.53861	235.920746	2912.278389	975.551876	16605.602339	231.860951	488.763663	-744.795346
105	6241.209828	6292.04183	13576.876499	445.376202	18.876824	-300.569256	3533.537249	1516.859926	132.083872	271.148454	423.090197	261.103644	975.583405	4205.855829	997.608349	387.406399	-657.381761	236.45504	2943.413842	986.145025	16783.594453	232.754866	490.440065	-747.427223
106	6288.750343	6351.203155	13677.922477	446.817733	17.747785	-300.796248	3574.73055	1534.658691	132.61069	272.267218	424.696778	262.721884	986.484881	4250.174074	1008.579816	388.818385	-659.454707	237.212704	2974.651663	996.818872	16962.229544	233.649139	492.094055	-750.043997
107	6368.147863	6413.69021	13934.087322	448.330611	19.661489	-305.004762	3604.8188	1547.657218	134.299827	273.078803	425.863148	263.1306	998.839453	4301.749526	1019.403881	390.449284	-661.971886	238.382204	2998.846468	1005.228191	17100.342774	234.349201	493.316722	-752.0323
108	6443.520611	6487.587715	14134.170736	450.10712	19.946661	-307.208439	3640.051321	1562.467109	135.392903	273.997965	427.330469	264.078761	1005.848306	4335.939248	1024.332477	391.523245	-664.057542	239.48987	3028.484646	1015.455237	17269.648023	235.195343	494.832721	-754.466993
109	6461.139377	6531.625571	14107.421054	451.15939	17.258681	-304.692961	3684.811547	1581.771469	137.483802	275.187393	429.050748	264.921257	1019.140467	4390.805333	1039.080784	393.23495	-666.644174	240.228928	3065.907589	1028.176061	17483.569686	236.239919	496.801664	-757.549394
110	6487.715581	6587.266433	14108.329905	452.482169	14.337732	-302.436147	3719.203297	1596.549976	138.800569	276.091439	430.377444	265.725327	1027.566329	4426.419669	1046.594404	394.338423	-668.384801	241.012511	3083.059856	1034.143018	17581.41987	236.726931	497.650966	-758.930165
111	6527.959552	6659.276822	14123.752415	454.183097	11.202477	-299.907891	3749.668515	1609.409355	140.165676	276.873558	431.606494	266.296496	1038.147448	4470.328054	1057.412571	395.690761	-670.449989	241.742414	3121.268335	1047.157902	17799.312427	237.78272	499.629137	-762.024894
112	6572.063259	6703.956705	14252.230197	455.232306	11.25906	-301.456207	3791.702067	1627.544173	141.542559	277.969484	433.189017	267.407104	1050.671352	4523.142678	1070.22776	397.305722	-672.989003	242.643515	3153.23933	1058.195567	17982.209703	238.671278	501.221453	-764.587678
113	6622.462898	6773.297628	14330.957742	456.851432	9.487758	-300.711906	3827.879171	1643.163507	142.446816	278.906888	434.538965	268.514512	1058.769219	4558.389601	1077.604084	398.376518	-674.763925	243.412501	3183.656665	1068.618617	18156.190266	239.504705	502.753989	-767.0202
114	6650.981108	6822.9581	14376.57606	458.004237	7.453803	-299.90718	3853.840384	1654.57418	145.697928	279.587958	435.450709	267.87703	1068.79386	4602.551163	1086.602097	399.710376	-677.016856	244.404853	3220.684796	1081.339439	18367.421469	240.51455	504.596058	-769.943951
115	6713.045661	6879.303407	14562.398895	459.305468	8.203722	-302.456313	3891.547189	1670.550554	144.809845	280.536299	436.920436	270.004304	1079.790179	4646.147191	1097.379555	401.018809	-678.846344	245.104283	3243.687792	1089.305549	18499.185126	241.142914	505.712142	-771.752367
116	6772.377561	6948.355899	14684.100529	460.890504	7.413839	-302.840295	3927.485146	1685.771296	146.018969	281.43418	438.313654	270.882733	1092.88669	4699.228086	1111.705939	402.600906	-681.161285	245.778705	3280.760925	1101.938642	18710.971844	242.133157	507.569875	-774.664473
117	6845.50926	7008.628189	14926.502388	462.265437	8.886535	-306.626741	3971.422	1704.44133	147.77064	282.528186	439.989561	271.805362	1101.517969	4735.17693	1119.655036	403.665621	-682.80155	246.482715	3304.759175	1110.480394	18848.270467	242.79842	508.643302	-776.493585
118	6921.363275	7066.723803	15172.816305	463.583274	10.825296	-310.543085	3997.443113	1715.330981	149.563659	283.162601	441.018078	271.920701	1111.055171	4777.830067	1127.871208	404.921932	-684.976004	247.484658	3326.915607	1118.194497	18975.186311	243.396297	509.687824	-778.200993
119	6892.911024	7105.332473	14933.318109	464.455081	4.2162	-303.023644	4041.062509	1734.17108	150.924295	284.253885	442.585857	273.064911	1121.823762	4822.23979	1138.302055	406.222063	-686.943126	248.256479	3372.680884	1133.700412	19235.938121	244.589807	511.97335	-781.730903
120	6974.983527	7179.745781	15189.220517	466.126509	5.215397	-306.567956	4075.391763	1748.961716	152.367982	285.105085	443.821083	273.755008	1134.582404	4875.445863	1151.544271	407.769246	-689.333026	249.070989	3402.543024	1144.127855	19405.828611	245.386313	513.352066	-783.971105
121	6994.536472	7221.127413	15202.129411	467.051007	3.175424	-305.296238	4103.540873	1760.998121	154.565092	285.794245	444.851371	273.769342	1145.470898	4919.823345	1161.858466	409.051114	-691.231838	249.84761	3427.699181	1152.817091	19551.14685	246.046356	514.538867	-785.90725
122	7003.88333	7287.838771	15063.233156	468.533982	-2.28826	-299.26251	4146.215827	1779.164742	154.988561	286.828476	446.424077	275.327528	1153.61293	4953.823433	1170.43987	410.02802	-692.745873	250.345713	3457.798497	1163.146544	19722.741284	246.826691	515.973577	-788.172307
123	7057.152751	7331.921681	15253.58997	469.508974	-1.215109	-302.341156	4181.137323	1794.202257	155.938895	287.679253	447.661142	276.291003	1163.908026	4995.78172	1178.529195	411.227442	-694.524007	251.300783	3487.843404	1173.597828	19895.19058	247.611542	517.35246	-790.426528
124	7068.711316	7389.148297	15190.168208	470.768856	-5.504403	-298.587575	4216.863809	1809.575911	157.231062	288.544147	448.922227	277.101022	1174.513463	5041.904942	1189.571671	412.538199	-696.70064	252.049718	3519.658848	1184.322384	20075.991298	248.412086	518.9146	-792.806078
125	7086.998755	7442.972038	15153.612534	471.947898	-8.783419	-295.641255	4243.484625	1821.128387	158.563062	289.190851	449.833923	277.517747	1184.884328	5084.192758	1199.146473	413.732954	-698.474242	252.807027	3548.218921	1194.322607	20238.672262	249.154218	520.189937	-794.890287
126	7142.765487	7498.191558	15303.687312	473.151624	-8.492607	-297.306766	4287.102341	1839.268098	160.339469	290.20081	451.508446	278.33386	1197.577716	5136.27957	1211.406878	415.195488	-700.672683	253.670744	3579.645344	1205.294461	20419.856945	249.963706	521.59633	-797.219816
127	7213.067307	7557.305565	15531.211653	474.433713	-7.151931	-300.72138	4312.495106	1850.204545	160.791878	290.80651	452.388039	279.143638	1205.484123	5171.210457	1218.918711	416.170774	-702.333874	254.342017	3608.761742	1215.413469	20585.976225	250.705929	522.907299	-799.336255
128	7219.662951	7593.272771	15511.144382	475.210517	-9.858267	-298.888156	4347.327041	1864.885984	162.815433	291.61588	453.664989	279.495424	1215.947242	5214.084357	1229.084007	417.361847	-704.120004	255.035064	3646.656324	1228.735739	20803.254098	251.676854	524.556062	-802.076802
129	7260.152769	7667.413473	15523.105045	476.804068	-12.794687	-296.435089	4390.436911	1883.553186	163.23745	292.638869	455.118615	281.042629	1226.032508	5257.478991	1239.050582	418.560757	-706.078938	255.775482	3669.266597	1236.439872	20931.968031	252.235131	525.611267	-803.714925
130	7299.378955	7719.052665	15604.597494	477.90792	-13.756981	-296.533971	4414.603047	1893.882383	164.483227	293.202021	455.961122	281.376444	1239.716992	5312.251825	1253.885462	420.064642	-708.235293	256.406805	3706.996635	1249.30738	21146.695803	253.16242	527.359166	-806.431106
131	7355.16335	7775.754771	15776.333107	479.114343	-13.582494	-298.650357	4460.021712	1913.323152	167.029033	294.256411	457.529731	281.902273	1247.49136	5345.063155	1260.325979	420.96059	-709.653686	257.104743	3729.871583	1257.578154	21278.412205	253.755092	528.268565	-808.041664
132	7376.923836	7831.895425	15760.390468	480.303056	-16.617095	-296.212574	4495.042591	1927.723837	168.083735	295.032851	458.868569	282.709511	1257.52443	5388.151065	1269.496592	422.131599	-711.562745	257.922935	3760.5697	1267.9232	21454.291712	254.492756	529.715494	-810.267968
133	7370.203689	7888.12585	15607.665259	481.487989	-22.369306	-290.436671	4519.240013	1938.578787	168.661239	295.615564	459.580132	283.424132	1270.949819	5444.329347	1283.262065	423.64903	-713.929871	258.747567	3790.84657	1278.520078	21627.868918	255.244229	531.014819	-812.405977
134	7444.054435	7956.370017	15815.612272	482.918544	-21.471514	-293.046908	4561.698972	1956.431931	169.846593	296.56924	461.097579	284.475115	1281.312799	5487.036255	1293.484401	424.795615	-715.670588	259.402237	3829.693244	1291.725086	21848.784912	256.174868	532.791216	-815.145055
135	7441.50476	8010.795636	15714.777955	484.053579	-26.607006	-288.633827	4595.662606	1970.94919	172.694752	297.340452	462.250326	284.390446	1289.258747	5520.993087	1299.679774	425.703042	-717.138822	260.168817	3851.267946	1299.493286	21972.885795	256.719381	533.641704	-816.633465
136	7499.208605	8045.782826	15899.101225	484.780517	-24.252063	-291.862346	4627.954171	1984.770586	173.444205	298.071186	463.336734	285.280755	1301.787961	5573.920854	1310.592383	427.110038	-719.371495	261.195299	3888.358395	1312.440776	22183.524694	257.622135	535.219799	-819.175935
137	7520.725981	8116.113615	15840.837648	486.235448	-28.483972	-287.940916	4654.009807	1995.817426	173.517731	298.652794	464.23353	286.247328	1309.895695	5606.930513	1319.13246	427.98304	-720.667832	261.610751	3918.407186	1322.733007	22356.229862	258.335527	536.550317	-821.287403
