VAL	WHITE-X	WHITE-Y	WHITE-Z	WHITE-LAB50-X	WHITE-LAB50-Y	WHITE-LAB50-Z	RED-X	RED-Y	RED-Z	RED-LAB50-X	RED-LAB50-Y	RED-LAB50-Z	GREEN-X	GREEN-Y	GREEN-Z	GREEN-LAB50-X	GREEN-LAB50-Y	GREEN-LAB50-Z	BLUE-X	BLUE-Y	BLUE-Z	BLUE-LAB50-X	BLUE-LAB50-Y	BLUE-LAB50-Z
138	7567.761652	8172.843911	15971.799722	487.402913	-29.071779	-289.099129	4688.02943	2010.614088	176.066394	299.428475	465.3151	286.336148	1323.258992	5660.569891	1333.076099	429.394355	-722.70771	262.274891	3941.457619	1330.921884	22488.944788	258.900488	537.479342	-822.869389
139	7577.680612	8208.398717	15948.753655	488.131851	-31.278871	-287.285567	4731.122915	2029.055882	176.967695	300.389935	466.745533	287.555185	1333.424007	5703.032654	1341.068236	430.50529	-724.438756	263.181816	3978.38362	1344.134745	22700.011186	259.807195	538.933231	-825.350556
140	7593.883316	8271.245784	15850.349543	489.415199	-35.285156	-282.689492	4763.204598	2042.657638	178.607088	301.095333	467.833227	287.97732	1343.292027	5744.822656	1351.695709	431.593253	-726.174942	263.722783	4008.549452	1354.43773	22872.998689	260.510103	540.259335	-827.43478
141	7618.713026	8326.118533	15852.990664	490.530404	-37.758714	-280.830822	4797.617795	2057.296668	179.653283	301.851035	468.983554	288.776049	1354.233504	5788.506401	1361.94773	432.724892	-727.794984	264.392824	4030.572447	1362.063403	22997.84867	261.028062	541.193041	-828.910348
142	7669.107347	8380.529239	16002.576265	491.631392	-37.784103	-282.551346	4823.554183	2068.318702	181.430359	302.417657	469.849259	288.901002	1362.290999	5821.156781	1370.716979	433.566996	-729.036909	264.754043	4060.552393	1372.418383	23169.529449	261.728318	542.466486	-830.946107
143	7731.650228	8436.40466	16219.803055	492.757069	-36.806672	-285.825744	4854.625671	2081.838118	182.214686	303.109922	470.812774	289.720303	1375.717228	5876.411146	1383.271661	434.984948	-731.190742	265.645351	4090.020267	1382.853617	23338.178728	262.430448	543.638014	-832.905809
144	7762.046875	8504.053453	16218.43078	494.113303	-39.83065	-283.45461	4898.661642	2100.609236	184.069132	304.06615	472.256819	290.488332	1386.011416	5919.675086	1392.41028	436.089006	-732.932313	266.424046	4120.344426	1393.421635	23511.971117	263.137921	544.887497	-834.93704
145	7752.114237	8533.87456	16121.692263	494.708878	-43.319062	-280.110898	4920.246754	2109.789218	184.582726	304.531719	472.96603	291.048187	1392.997689	5949.2255	1396.97849	436.840019	-734.13021	267.158449	4149.947164	1403.996632	23680.682955	263.842289	546.02779	-836.863297
146	7762.839713	8586.062738	16089.144208	495.747828	-46.802512	-277.538004	4955.142306	2124.329134	186.2484	305.266364	474.173477	291.530301	1404.575142	5993.314093	1410.291018	437.955904	-735.575673	267.456091	4168.074408	1410.463108	23786.080562	264.27126	546.726377	-838.078175
147	7806.654122	8635.256647	16188.220413	496.723322	-46.952945	-278.23204	4987.155339	2138.049993	187.650733	305.956557	475.193189	292.063423	1415.501636	6037.42658	1421.173274	439.066931	-737.206276	268.04983	4208.750834	1424.455097	24018.081354	265.194989	548.434684	-840.767489
148	7840.919363	8705.343396	16223.234099	498.106733	-49.755814	-276.684184	5031.066472	2156.783114	188.872414	306.894128	476.60359	293.110341	1427.948386	6089.989842	1433.06467	440.383756	-739.304255	268.883513	4238.333877	1435.118225	24187.56429	265.894898	549.532979	-842.671432
149	7877.73192	8738.291843	16351.60878	498.754523	-49.163217	-278.627059	5063.114185	2170.370534	190.014445	307.570771	477.64582	293.746734	1435.611305	6120.820993	1440.104988	441.152622	-740.425848	269.362282	4268.259273	1445.741903	24359.572762	266.588778	550.685448	-844.617301
150	7874.459936	8787.298157	16231.706197	499.715016	-53.603695	-274.113708	5096.050897	2184.595299	190.651955	308.276135	478.656705	294.667813	1449.290974	6177.132578	1452.398452	442.55028	-742.555578	270.299882	4299.207896	1456.302454	24536.056441	267.275175	551.991525	-846.642488
151	7875.689626	8840.109767	16150.853817	500.746101	-57.935112	-270.401277	5127.607346	2197.878757	192.191674	308.932062	479.69456	295.08878	1455.902293	6206.90568	1457.844153	443.285821	-743.852522	270.91858	4337.066751	1469.544248	24752.609646	268.131169	553.491057	-849.082812
152	7963.623761	8907.554689	16444.986864	502.056931	-55.541063	-275.14883	5160.1593	2211.917321	194.31863	309.62241	480.689404	295.304537	1466.634451	6250.204529	1467.156702	444.351327	-745.416023	271.648748	4366.389342	1479.877454	24920.879687	268.795577	554.625646	-850.964556
153	8013.180779	8944.089046	16653.672933	502.764235	-54.082398	-278.850684	5183.864558	2221.70462	194.707121	310.101975	481.503235	295.954149	1477.290769	6292.004097	1477.98969	445.37528	-746.83641	272.132428	4395.885765	1490.072438	25089.392524	269.448074	555.817262	-852.85758
154	7971.848519	8992.20658	16348.549158	503.692857	-61.843106	-270.039951	5226.673808	2239.855648	196.25473	310.987637	482.866199	296.777487	1487.544016	6335.053277	1486.596191	446.425115	-748.495132	272.928627	4417.008636	1497.825314	25210.446422	269.942281	556.543464	-854.165208
155	7984.015741	9057.894764	16247.538156	504.955242	-66.176803	-265.456921	5259.555995	2254.050372	198.172071	311.676927	483.855116	297.099253	1498.213517	6377.656788	1497.865122	447.459409	-749.984449	273.390292	4446.611446	1508.146693	25379.855564	270.597579	557.706756	-856.046219
156	8085.419515	9111.805741	16673.792248	505.986743	-61.435309	-273.766923	5280.435189	2262.996251	198.261433	312.109849	484.494986	297.805415	1511.107276	6432.290547	1510.236421	448.779046	-752.103527	274.222253	4483.956467	1521.388636	25593.616806	271.433938	559.107413	-858.384248
157	8072.43102	9164.555364	16519.22926	506.992092	-66.941219	-268.3955	5312.904044	2276.660537	199.43487	312.768916	485.537997	298.414239	1519.366083	6464.473308	1517.931481	449.552902	-753.163717	274.662729	4512.867152	1531.775754	25759.383495	272.086597	560.150307	-860.175831
158	8094.301417	9215.775913	16533.373376	507.964614	-69.159544	-267.0526	5354.129978	2294.334993	200.802834	313.617503	486.788863	299.264983	1529.583653	6505.87737	1527.614606	450.544722	-754.635127	275.252379	4534.146027	1539.278471	25881.233452	272.556185	560.953864	-861.502315
159	8099.128475	9243.6316	16495.475119	508.491996	-70.997631	-265.248331	5375.995849	2303.763688	201.598456	314.068413	487.438529	299.687551	1539.871089	6547.556299	1535.82652	451.538885	-756.110052	276.019999	4564.393558	1549.895201	26054.624469	273.218077	562.105143	-863.389267
160	8139.107952	9297.170714	16610.80484	509.502667	-71.756826	-266.22513	5420.05415	2322.393393	203.27134	314.95574	488.817776	300.474319	1553.432898	6602.746665	1549.398338	452.848863	-758.07084	276.721749	4594.924107	1560.488407	26228.545203	273.875496	563.295267	-865.279715
161	8193.797872	9346.460993	16798.517933	510.429706	-70.851004	-269.026043	5452.141153	2336.073557	203.674732	315.604305	489.794464	301.413955	1560.40301	6633.120896	1554.789163	453.566703	-759.279061	277.343541	4624.400438	1570.887408	26397.458154	274.517975	564.393968	-867.096083
162	8115.058202	9395.725905	16306.192149	511.353018	-81.89493	-255.824867	5472.723973	2344.909716	205.027352	316.021875	490.406574	301.536823	1571.239663	6674.905128	1566.819347	454.550625	-760.599135	277.670712	4652.60669	1580.930278	26559.078057	275.135766	565.417062	-868.817112
163	8208.143056	9448.353368	16680.408973	512.335791	-77.784784	-262.975529	5503.343607	2357.968859	206.478852	316.637094	491.33174	301.95973	1581.592957	6716.989915	1576.901639	455.537483	-762.074667	278.230036	4681.246426	1591.050026	26722.994086	275.755645	566.47259	-870.562601
164	8220.710835	9495.299106	16638.653914	513.209387	-80.428269	-260.488992	5545.29395	2375.887043	209.165095	317.477537	492.58828	302.236229	1592.345097	6760.241035	1588.01344	456.547405	-763.555393	278.718126	4712.622655	1602.069996	26903.483234	276.427684	567.642031	-872.48942
165	8280.474485	9545.900838	16857.06641	514.147798	-79.153197	-263.980977	5577.782391	2389.489225	209.916796	318.112724	493.612178	303.00506	1602.335882	6801.263549	1596.965651	457.501316	-765.009651	279.357443	4741.169171	1612.279101	27066.80286	277.047529	568.654082	-874.20084
166	8255.573775	9591.837109	16624.876301	514.996821	-85.026228	-257.083376	5597.367404	2397.914265	211.527326	318.504943	494.182234	302.984774	1612.985456	6843.969708	1606.77386	458.490311	-766.452038	279.965422	4778.822087	1625.645892	27281.755913	277.85515	570.00935	-876.450449
167	8290.421132	9661.1255	16668.553878	516.272339	-87.42777	-255.910207	5628.221668	2411.323569	212.737006	319.127309	495.050388	303.536976	1623.362654	6887.32668	1615.466251	459.490178	-768.025343	280.720691	4798.254493	1632.6338	27392.937056	278.275598	570.683169	-877.601834
168	8231.787112	9689.950862	16320.130524	516.801183	-94.922237	-246.763342	5659.431895	2424.26372	213.569175	319.725717	496.0496	304.211557	1637.014804	6942.925485	1628.474254	460.766235	-769.943224	281.477708	4837.49614	1646.479702	27618.066273	279.105146	572.107538	-879.955373
169	8302.126956	9757.946896	16535.329407	518.044532	-94.028354	-249.719587	5691.019732	2437.726107	215.007628	320.346019	496.984363	304.66586	1647.951245	6985.080589	1639.490241	461.72921	-771.238565	281.921917	4857.021109	1653.462668	27729.270564	279.521753	572.789542	-881.098536
170	8324.355643	9789.943249	16632.012202	518.627607	-94.572846	-250.991148	5722.4462	2450.930904	216.100513	320.952238	497.948172	305.245502	1658.103512	7027.648848	1648.317877	462.697699	-772.773702	282.621139	4885.336377	1663.775453	27892.948243	280.134878	573.728204	-882.772195
171	8351.749946	9858.941123	16633.84815	519.880656	-97.552465	-248.873869	5766.906182	2470.102796	217.602706	321.828536	499.20896	306.11899	1665.001638	7054.901314	1653.372821	463.315681	-773.65018	283.132398	4925.56579	1677.745138	28122.59072	280.961389	575.230332	-885.160542
172	8288.932863	9905.696516	16197.786059	520.726447	-106.758575	-237.07622	5785.81172	2478.085673	220.282694	322.192076	499.776394	305.615928	1675.671962	7097.252724	1664.82481	464.272897	-775.021241	283.531339	4954.511001	1688.015614	28288.192657	281.566116	576.25077	-886.854977
173	8369.386871	9934.164632	16602.195606	521.240123	-101.856064	-245.785576	5827.248935	2496.117021	219.844055	323.01036	500.911319	307.211057	1689.591682	7153.738541	1677.679361	465.543669	-776.922421	284.324441	4973.055592	1694.917966	28394.579266	281.97115	576.821268	-887.909367
174	8369.054684	9982.347277	16510.809329	522.107296	-105.623168	-242.135967	5857.927111	2508.454369	222.257204	323.567975	501.94512	307.161583	1696.061372	7181.690165	1682.28628	466.170028	-777.966725	284.905124	5002.659137	1705.279611	28563.626722	282.577118	577.895101	-889.640677
175	8400.497684	10031.799036	16593.211652	522.994413	-106.677951	-242.549488	5874.892866	2515.707821	222.912683	323.894958	502.431473	307.452029	1706.33117	7223.693682	1691.480829	467.108223	-779.391367	285.529018	5031.832213	1715.772909	28731.890818	283.18829	578.878714	-891.339296
176	8468.939862	10100.936111	16798.407667	524.229792	-105.999366	-245.230217	5905.812849	2529.286506	224.18374	324.505396	503.245929	307.976031	1716.417472	7265.05162	1700.938811	468.028452	-780.795578	286.097215	5060.184107	1725.843971	28893.991608	283.772529	579.863197	-892.97339
177	8475.947781	10128.182836	16821.330742	524.715103	-107.478342	-244.928454	5935.82736	2541.832876	224.381884	325.067486	504.156391	308.862949	1727.819453	7309.307451	1712.11052	469.0093	-782.138907	286.590251	5088.717024	1736.271964	29057.881991	284.375085	580.777911	-894.595041
178	8463.629301	10190.372855	16612.237238	525.819562	-113.316485	-238.126247	5965.88969	2554.483736	227.434318	325.632388	505.0488	308.576631	1737.772501	7348.572	1721.273643	469.876216	-783.368056	287.106144	5117.854633	1746.700816	29224.911888	284.975282	581.763698	-896.261451
179	8510.253488	10219.485758	16832.945014	526.335047	-111.465502	-242.406317	5997.494621	2567.98699	227.654733	326.233298	505.944708	309.522115	1748.686558	7392.656177	1730.818041	470.845872	-784.808916	287.762133	5146.197041	1756.927181	29387.506507	285.56151	582.6992	-897.87035
180	8475.735175	10267.479544	16573.698774	527.182711	-118.133171	-234.868757	6028.504694	2581.082345	228.995373	326.814047	506.850019	309.973801	1759.348081	7433.333094	1742.031888	471.73717	-785.986376	288.1101	5185.471267	1770.534305	29611.378064	286.338025	584.129001	-900.122666
181	8463.674452	10315.407184	16417.180081	528.026574	-122.825518	-229.714691	6070.27406	2598.736456	230.950525	327.593866	508.061476	310.52062	1769.287817	7475.601487	1750.83139	472.659902	-787.489379	288.771768	5203.75754	1777.278993	29716.615159	286.721448	584.692209	-901.143452
182	8551.235881	10364.054915	16789.831345	528.880448	-118.869272	-237.011565	6088.482598	2606.509282	231.20104	327.936088	508.573215	311.008774	1779.707771	7515.460175	1760.561005	473.526848	-788.642317	289.24265	5244.339489	1791.587066	29948.864013	287.531636	586.099184	-903.444291
183	8544.892868	10410.278432	16678.573283	529.689299	-122.907155	-233.012622	6116.395633	2618.344109	232.690741	328.455849	509.370939	311.30057	1790.175439	7559.386619	1769.339356	474.478726	-790.159646	289.963302	5262.449704	1798.145814	30053.066083	287.90158	586.682756	-904.459282
184	8497.892981	10476.73682	16290.123364	530.848049	-131.996412	-221.82992	6157.332624	2635.902597	234.113337	329.224102	510.498434	312.050429	1804.239152	7614.876545	1782.996518	475.675927	-791.861966	290.601352	5291.105492	1808.508862	30216.730256	288.484276	587.607452	-906.042937
185	8577.370251	10503.478155	16677.397103	531.312921	-127.08485	-230.185679	6203.423498	2655.773235	236.351555	330.089417	511.742928	312.642826	1814.356846	7656.287503	1791.568972	476.565587	-793.220042	291.243827	5318.972765	1818.70276	30376.824948	289.055293	588.476051	-907.58125
186	8541.900247	10555.153051	16437.158278	532.209008	-134.028238	-222.977064	6218.139289	2661.816369	237.412209	330.351723	512.195289	312.670791	1824.808398	7697.713966	1802.40107	477.452377	-794.493669	291.650435	5358.45436	1832.577323	30602.42493	289.829066	589.838651	-909.787236
187	8570.511905	10599.315854	16496.402853	532.972514	-134.833322	-223.062467	6245.654059	2673.519848	238.12513	330.858595	512.963603	313.260231	1831.440337	7724.119934	1806.899877	478.015974	-795.310725	292.157343	5376.523333	1839.422758	30706.92633	290.209392	590.341607	-910.765425
188	8616.669603	10669.91167	16578.093498	534.188612	-136.076407	-222.893143	6274.392739	2686.087811	239.441756	331.401262	513.699739	313.671981	1841.4491	7764.679623	1815.447853	478.879165	-796.605574	292.764559	5404.850268	1849.593407	30868.133302	290.772726	591.262303	-912.307446
189	8626.526047	10666.633603	16698.985538	534.132263	-134.981492	-225.831024	6292.133588	2693.375841	241.365538	331.715173	514.240367	313.451181	1856.22727	7822.486642	1831.002787	480.104233	-798.320309	293.28056	5434.053792	1859.839357	31035.760719	291.338146	592.265409	-913.936704
190	8581.513788	10736.008387	16308.714901	535.322356	-144.007539	-214.558501	6333.576496	2711.349127	242.097555	332.486911	515.323791	314.492867	1862.773598	7849.522212	1835.628734	480.67511	-799.207512	293.791879	5448.109976	1865.103649	31116.942683	291.627847	592.668164	-914.695025
191	8635.487782	10781.249064	16524.326649	536.09568	-142.670373	-218.337242	6363.117708	2723.888957	243.353191	333.023328	516.143351	314.923534	1872.876422	7888.837832	1845.784514	481.502956	-800.354717	294.183664	5500.770273	1883.904726	31417.865586	292.658069	594.389502	-917.562187
192	8618.614655	10826.191286	16373.176007	536.861763	-147.430421	-213.437392	6378.327013	2730.128999	244.154043	333.289646	516.604012	315.068392	1883.890223	7929.933635	1855.963702	482.365351	-801.44243	294.636435	5530.129324	1894.430523	31586.810887	293.231849	595.334647	-919.166845
